filename,image_url,is_product,name,category,price,description
lq3.jpg,/static/images/products/lq3.jpg,YES,Lq3,Other,100,
lq4.jpg,/static/images/products/lq4.jpg,YES,Lq4,Other,100,
lq5.jpg,/static/images/products/lq5.jpg,YES,Lq5,Other,100,
lq6.jpg,/static/images/products/lq6.jpg,YES,Lq6,Other,100,
lq7.jpg,/static/images/products/lq7.jpg,YES,Lq7,Other,100,
malli.jpg,/static/images/products/malli.jpg,YES,Malli,Other,100,
mapillai-samba.jpg,/static/images/products/mapillai-samba.jpg,YES,Mapillai Samba,Other,100,
mappilai-samba.jpg,/static/images/products/mappilai-samba.jpg,YES,Mappilai Samba,Other,100,
mappillai-new-500x500.jpg,/static/images/products/mappillai-new-500x500.jpg,YES,Mappillai New,Other,100,
mappillai-new.jpg,/static/images/products/mappillai-new.jpg,YES,Mappillai New,Other,100,
melting_pot.jpg,/static/images/products/melting_pot.jpg,YES,Melting Pot,Other,100,
methi-powder.jpg,/static/images/products/methi-powder.jpg,YES,Methi Powder,Flours,100,
milagu.jpg,/static/images/products/milagu.jpg,YES,Milagu,Other,100,
millets21542.jpg,/static/images/products/millets21542.jpg,YES,Millets21542,Millets,100,
mochai.jpg,/static/images/products/mochai.jpg,YES,Mochai,Other,100,
mohamed-arif-lffaimoygo4-unsplash-scaled.jpg,/static/images/products/mohamed-arif-lffaimoygo4-unsplash-scaled.jpg,NO,Mohamed Arif Lffaimoygo4 Unsplash Scaled,Other,100,
mohamed-arif-lffaimoygo4-unsplash.jpg,/static/images/products/mohamed-arif-lffaimoygo4-unsplash.jpg,NO,Mohamed Arif Lffaimoygo4 Unsplash,Other,100,
mong-dal.jpg,/static/images/products/mong-dal.jpg,YES,Mong Dal,Pulses,100,
mooringa-honey.png,/static/images/products/mooringa-honey.png,YES,Mooringa Honey,Sweeteners,100,
morangai.jpg,/static/images/products/morangai.jpg,YES,Morangai,Other,100,
msm1.jpeg,/static/images/products/msm1.jpeg,YES,Msm1,Other,100,
multi-grain-atta.jpg,/static/images/products/multi-grain-atta.jpg,YES,Multi Grain Atta,Flours,100,
multi-grain-sathu-mavu.jpg,/static/images/products/multi-grain-sathu-mavu.jpg,YES,Multi Grain Sathu Mavu,Other,100,
multiflowerhoney.png,/static/images/products/multiflowerhoney.png,NO,Multiflowerhoney,Sweeteners,100,
murukku-kavuni.jpg,/static/images/products/murukku-kavuni.jpg,YES,Murukku Kavuni,Other,100,
murukku-mappilaisamba.jpg,/static/images/products/murukku-mappilaisamba.jpg,YES,Murukku Mappilaisamba,Other,100,
mustard-kadugu-500x500.jpg,/static/images/products/mustard-kadugu-500x500.jpg,NO,Mustard Kadugu,Spices,100,
mustard-kadugu.jpg,/static/images/products/mustard-kadugu.jpg,NO,Mustard Kadugu,Spices,100,
my-post-13.jpg,/static/images/products/my-post-13.jpg,YES,My Post 13,Other,100,
my-post.jpg,/static/images/products/my-post.jpg,YES,My Post,Other,100,
namalvar.jpg,/static/images/products/namalvar.jpg,YES,Namalvar,Other,100,
nandhu-kumar-c0rewzey4ru-unsplash-scaled.jpg,/static/images/products/nandhu-kumar-c0rewzey4ru-unsplash-scaled.jpg,NO,Nandhu Kumar C0Rewzey4Ru Unsplash Scaled,Other,100,
nandhu-kumar-c0rewzey4ru-unsplash.jpg,/static/images/products/nandhu-kumar-c0rewzey4ru-unsplash.jpg,NO,Nandhu Kumar C0Rewzey4Ru Unsplash,Other,100,
napkins.png,/static/images/products/napkins.png,YES,Napkins,Other,100,
nattusarkarai_w.jpeg,/static/images/products/nattusarkarai_w.jpeg,YES,Nattusarkarai W,Sweeteners,100,
natural-toilet-cleaner.jpg,/static/images/products/natural-toilet-cleaner.jpg,YES,Natural Toilet Cleaner,Oils,100,
natural.jpg,/static/images/products/natural.jpg,YES,Natural,Other,100,
nature.jpg,/static/images/products/nature.jpg,NO,Nature,Other,100,
navara_red-rice_800x.jpg,/static/images/products/navara_red-rice_800x.jpg,YES,Navara Red Rice 800X,Rice,100,
navi-photography-e5v-ypancki-unsplash-scaled.jpg,/static/images/products/navi-photography-e5v-ypancki-unsplash-scaled.jpg,NO,Navi Photography E5V Ypancki Unsplash Scaled,Other,100,
navi-photography-e5v-ypancki-unsplash.jpg,/static/images/products/navi-photography-e5v-ypancki-unsplash.jpg,NO,Navi Photography E5V Ypancki Unsplash,Other,100,
neem-oil-500x500.jpg,/static/images/products/neem-oil-500x500.jpg,YES,Neem Oil,Oils,100,
neem-oil.jpg,/static/images/products/neem-oil.jpg,YES,Neem Oil,Oils,100,
nila-nalungu-mavu.jpg,/static/images/products/nila-nalungu-mavu.jpg,YES,Nila Nalungu Mavu,Other,100,
nilakadalai.jpg,/static/images/products/nilakadalai.jpg,NO,Nilakadalai,Pulses,100,
nisha-ramesh-tbkvqp8df5m-unsplash-1-scaled.jpg,/static/images/products/nisha-ramesh-tbkvqp8df5m-unsplash-1-scaled.jpg,NO,Nisha Ramesh Tbkvqp8Df5M Unsplash 1 Scaled,Other,100,
nisha-ramesh-tbkvqp8df5m-unsplash-scaled.jpg,/static/images/products/nisha-ramesh-tbkvqp8df5m-unsplash-scaled.jpg,NO,Nisha Ramesh Tbkvqp8Df5M Unsplash Scaled,Other,100,
nisha-ramesh-tbkvqp8df5m-unsplash.jpg,/static/images/products/nisha-ramesh-tbkvqp8df5m-unsplash.jpg,NO,Nisha Ramesh Tbkvqp8Df5M Unsplash,Other,100,
oils.jpeg,/static/images/products/oils.jpeg,YES,Oils,Oils,100,
omam.jpg,/static/images/products/omam.jpg,YES,Omam,Other,100,
